aggregation,family,subgroup,arm,metric,value,n_valid,n_total
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,f1_max,0.7605442176870748,7,7
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,auprc,0.5575181234167718,7,7
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,vus_pr,0.7709855024008433,7,7
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,anomaly_free_fp_rate,,0,7
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,anomaly_free_fp_count,,0,7
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,anomaly_free_mean_excess,,0,7
subgroup11,NAB,NAB-Traffic,IHP0_NCTP1,anomaly_free_score_p95,,0,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,f1_max,0.8081632653061224,7,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,auprc,0.5522219284812124,7,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,vus_pr,0.7683353143162233,7,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,anomaly_free_fp_rate,,0,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,anomaly_free_fp_count,,0,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,anomaly_free_mean_excess,,0,7
subgroup11,NAB,NAB-Traffic,IHP1_NCTP1,anomaly_free_score_p95,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,f1_max,0.6625850340136054,7,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,auprc,0.5529552322669947,7,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,vus_pr,0.8569833799733387,7,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,anomaly_free_fp_rate,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,anomaly_free_fp_count,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,anomaly_free_mean_excess,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_LEGACY,anomaly_free_score_p95,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,f1_max,0.6625850340136054,7,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,auprc,0.5527935589746277,7,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,vus_pr,0.857178138825389,7,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,anomaly_free_fp_rate,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,anomaly_free_fp_count,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,anomaly_free_mean_excess,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_CLS_NATIVE_W240,anomaly_free_score_p95,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,f1_max,0.4857142857142857,7,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,auprc,0.4077547008741403,7,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,vus_pr,0.7819233683697184,7,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_rate,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_count,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_mean_excess,,0,7
subgroup11,NAB,NAB-Traffic,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_score_p95,,0,7
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,f1_max,0.7108241758241758,10,10
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,auprc,0.39581032901503505,10,10
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,vus_pr,0.886175789431171,10,10
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,FINAL_DEFAULT,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,f1_max,0.7087728937728938,10,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,auprc,0.374858190976913,10,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,vus_pr,0.8853295986346896,10,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_POSITION,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,f1_max,0.7188095238095238,10,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,auprc,0.3854007996824952,10,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,vus_pr,0.8851817668490478,10,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,MATCH_FINAL_ROW,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,SCALE_P,f1_max,0.6914285714285715,10,10
subgroup11,NAB,NAB-Tweets,SCALE_P,auprc,0.3356929099351162,10,10
subgroup11,NAB,NAB-Tweets,SCALE_P,vus_pr,0.8774326905187901,10,10
subgroup11,NAB,NAB-Tweets,SCALE_P,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,SCALE_P,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,SCALE_P,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,SCALE_P,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,f1_max,0.6564790764790764,10,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,auprc,0.29152874699335696,10,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,vus_pr,0.8735020700859518,10,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP0,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,f1_max,0.6477489177489177,10,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,auprc,0.27992680710663675,10,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,vus_pr,0.8717951737776461,10,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP0,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,f1_max,0.6936813186813187,10,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,auprc,0.40973428726356936,10,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,vus_pr,0.8879153185751413,10,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,IHP0_NCTP1,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,f1_max,0.7108241758241758,10,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,auprc,0.39581032901503505,10,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,vus_pr,0.886175789431171,10,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,IHP1_NCTP1,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,f1_max,0.6404395604395605,10,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,auprc,0.44231995605706,10,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,vus_pr,0.8712949359969603,10,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_LEGACY,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,f1_max,0.6404395604395605,10,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,auprc,0.4426835384992514,10,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,vus_pr,0.8713553071193987,10,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_CLS_NATIVE_W240,anomaly_free_score_p95,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,f1_max,0.739069264069264,10,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,auprc,0.5341726619413609,10,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,vus_pr,0.893192125558351,10,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_rate,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_count,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_mean_excess,,0,10
subgroup11,NAB,NAB-Tweets,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_score_p95,,0,10
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,f1_max,0.6758490480712702,27,27
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,auprc,0.5303557398746904,27,27
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,vus_pr,0.514572460098776,27,27
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,FINAL_DEFAULT,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,f1_max,0.6856929079151302,27,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,auprc,0.49047304945126086,27,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,vus_pr,0.5094056285674496,27,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_POSITION,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,f1_max,0.6739431350542461,27,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,auprc,0.512429711420267,27,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,vus_pr,0.5156577190763011,27,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,MATCH_FINAL_ROW,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,SCALE_P,f1_max,0.6706946174976866,27,27
subgroup11,NASA,NASA-MSL,SCALE_P,auprc,0.4630785257091772,27,27
subgroup11,NASA,NASA-MSL,SCALE_P,vus_pr,0.5018823305418605,27,27
subgroup11,NASA,NASA-MSL,SCALE_P,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,SCALE_P,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,SCALE_P,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,SCALE_P,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,f1_max,0.6922022422022421,27,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,auprc,0.4280096413782715,27,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,vus_pr,0.5120092870689912,27,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP0,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,f1_max,0.6844412788857234,27,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,auprc,0.45297508958557875,27,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,vus_pr,0.5112546455747548,27,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP0,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,f1_max,0.7160414688192467,27,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,auprc,0.5015746086013254,27,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,vus_pr,0.5079760858428364,27,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,IHP0_NCTP1,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,f1_max,0.6758490480712702,27,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,auprc,0.5303557398746904,27,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,vus_pr,0.514572460098776,27,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,IHP1_NCTP1,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,f1_max,0.5033509700176366,27,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,auprc,0.2988034780598819,27,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,vus_pr,0.5258920118696316,27,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_LEGACY,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,f1_max,0.5033509700176366,27,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,auprc,0.2989411011706698,27,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,vus_pr,0.5267072918402872,27,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,CTRL_CLS_NATIVE_W240,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,f1_max,0.5823633156966489,27,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,auprc,0.37870476859624586,27,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,vus_pr,0.5677080728798167,27,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_rate,,0,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_count,,0,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_mean_excess,,0,27
subgroup11,NASA,NASA-MSL,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_score_p95,,0,27
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,f1_max,0.7653795805195682,53,53
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,auprc,0.5871155779643968,53,53
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,vus_pr,0.47931304602724784,53,53
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,FINAL_DEFAULT,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,f1_max,0.7782528225924453,53,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,auprc,0.5431557401549922,53,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,vus_pr,0.45025891663742396,53,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_POSITION,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,f1_max,0.7763701707097933,53,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,auprc,0.5700869862365388,53,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,vus_pr,0.46917163669728096,53,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,MATCH_FINAL_ROW,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,SCALE_P,f1_max,0.7070425962685042,53,53
subgroup11,NASA,NASA-SMAP,SCALE_P,auprc,0.4739653816250065,53,53
subgroup11,NASA,NASA-SMAP,SCALE_P,vus_pr,0.4275366903680392,53,53
subgroup11,NASA,NASA-SMAP,SCALE_P,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,SCALE_P,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,SCALE_P,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,SCALE_P,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,f1_max,0.7777866787300749,53,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,auprc,0.549599471836038,53,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,vus_pr,0.4586876381916416,53,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP0,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,f1_max,0.7603693233697836,53,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,auprc,0.563676285982068,53,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,vus_pr,0.4527856948489582,53,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP0,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,f1_max,0.7736360345069965,53,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,auprc,0.5753442509410831,53,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,vus_pr,0.48342238499020596,53,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,IHP0_NCTP1,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,f1_max,0.7653795805195682,53,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,auprc,0.5871155779643968,53,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,vus_pr,0.47931304602724784,53,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,IHP1_NCTP1,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,f1_max,0.711141060197664,53,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,auprc,0.5066192351917267,53,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,vus_pr,0.4876136089499445,53,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_LEGACY,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,f1_max,0.711141060197664,53,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,auprc,0.5059587125907221,53,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,vus_pr,0.487931309577876,53,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_CLS_NATIVE_W240,anomaly_free_score_p95,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,f1_max,0.7624438454627133,53,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,auprc,0.5813105786002631,53,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,vus_pr,0.5021383115713901,53,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_rate,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_fp_count,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_mean_excess,,0,53
subgroup11,NASA,NASA-SMAP,CTRL_PATCH_MEAN_NATIVE_W240,anomaly_free_score_p95,,0,53
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,f1_max,0.6932449494949495,64,67
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,auprc,0.24925575129323393,64,67
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,vus_pr,0.7427173881273224,64,67
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,anomaly_free_fp_rate,1.0,3,67
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,anomaly_free_fp_count,1430.3333333333333,3,67
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,anomaly_free_mean_excess,0.030320254347177802,3,67
subgroup11,Yahoo,Yahoo-A1,FINAL_DEFAULT,anomaly_free_score_p95,0.036874314027691334,3,67
subgroup11,Yahoo,Yahoo-A1,MATCH_FINAL_POSITION,f1_max,0.6442906052281052,64,67
subgroup11,Yahoo,Yahoo-A1,MATCH_FINAL_POSITION,auprc,0.22376753852636322,64,67
subgroup11,Yahoo,Yahoo-A1,MATCH_FINAL_POSITION,vus_pr,0.7128406554221627,64,67
subgroup11,Yahoo,Yahoo-A1,MATCH_FINAL_POSITION,anomaly_free_fp_rate,1.0,3,67
