series_id,family,subgroup,contrast_id,candidate,control,formula,metric,paired_delta
realAWSCloudwatch__ec2_cpu_utilization_ac20cd,NAB,NAB-AWS,FULL_MINUS_NCTP,IHP1_NCTP1,IHP0_NCTP1,FULL - NCTP,vus_pr,-0.0055725745503237
realAWSCloudwatch__ec2_cpu_utilization_ac20cd,NAB,NAB-AWS,FACTORIAL_INTERACTION,IHP1_NCTP1,IHP0_NCTP0,FULL - IHP - NCTP + REL,f1_max,0.0
realAWSCloudwatch__ec2_cpu_utilization_ac20cd,NAB,NAB-AWS,FACTORIAL_INTERACTION,IHP1_NCTP1,IHP0_NCTP0,FULL - IHP - NCTP + REL,auprc,-0.0070834759079014
realAWSCloudwatch__ec2_cpu_utilization_ac20cd,NAB,NAB-AWS,FACTORIAL_INTERACTION,IHP1_NCTP1,IHP0_NCTP0,FULL - IHP - NCTP + REL,vus_pr,-0.0050287526918807
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,IHP_MINUS_REL,IHP1_NCTP0,IHP0_NCTP0,IHP - REL,f1_max,0.0
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,IHP_MINUS_REL,IHP1_NCTP0,IHP0_NCTP0,IHP - REL,auprc,0.0124887313268911
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,IHP_MINUS_REL,IHP1_NCTP0,IHP0_NCTP0,IHP - REL,vus_pr,0.0124841774525243
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,NCTP_MINUS_REL,IHP0_NCTP1,IHP0_NCTP0,NCTP - REL,f1_max,0.1923076923076924
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,NCTP_MINUS_REL,IHP0_NCTP1,IHP0_NCTP0,NCTP - REL,auprc,0.1110956437575564
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,NCTP_MINUS_REL,IHP0_NCTP1,IHP0_NCTP0,NCTP - REL,vus_pr,0.006476683691807
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_REL,IHP1_NCTP1,IHP0_NCTP0,FULL - REL,f1_max,0.358974358974359
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_REL,IHP1_NCTP1,IHP0_NCTP0,FULL - REL,auprc,0.1145237768925158
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_REL,IHP1_NCTP1,IHP0_NCTP0,FULL - REL,vus_pr,0.0069014912828792
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_IHP,IHP1_NCTP1,IHP1_NCTP0,FULL - IHP,f1_max,0.358974358974359
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_IHP,IHP1_NCTP1,IHP1_NCTP0,FULL - IHP,auprc,0.1020350455656247
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_IHP,IHP1_NCTP1,IHP1_NCTP0,FULL - IHP,vus_pr,-0.0055826861696451
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_NCTP,IHP1_NCTP1,IHP0_NCTP1,FULL - NCTP,f1_max,0.1666666666666666
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_NCTP,IHP1_NCTP1,IHP0_NCTP1,FULL - NCTP,auprc,0.0034281331349593
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FULL_MINUS_NCTP,IHP1_NCTP1,IHP0_NCTP1,FULL - NCTP,vus_pr,0.0004248075910721
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FACTORIAL_INTERACTION,IHP1_NCTP1,IHP0_NCTP0,FULL - IHP - NCTP + REL,f1_max,0.1666666666666666
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FACTORIAL_INTERACTION,IHP1_NCTP1,IHP0_NCTP0,FULL - IHP - NCTP + REL,auprc,-0.0090605981919317
