arm,metric,value_status,is_final,Art,AWS,AdEx,Traf,Tweets,MSL,SMAP,A1,A2,A3,A4,equal11,fileweighted
FINAL_DEFAULT,F1-max,local_same_protocol_corrected_primary,True,0.5533730158730158,0.684375,0.6547619047619048,0.8081632653061224,0.7108241758241758,0.6758490480712702,0.7653795805195682,0.6932449494949495,0.9528888888888888,0.6564751489089622,0.4147814108058824,0.6881923989504309,0.688329294934311
FINAL_DEFAULT,AUPRC,local_same_protocol_corrected_primary,True,0.3278369328467086,0.3955923773241183,0.4519266556388573,0.5522219284812124,0.395810329015035,0.5303557398746904,0.5871155779643968,0.2492557512932339,0.2038416824491388,0.0642696017244127,0.0370558388003977,0.345025674128382,0.225995083382932
FINAL_DEFAULT,VUS-PR,local_same_protocol_corrected_primary,True,0.5156948671622034,0.7801937517731317,0.7225054412357172,0.7683353143162233,0.886175789431171,0.514572460098776,0.4793130460272478,0.7427173881273224,0.7436418996071334,0.9288693905550286,0.8516880618710951,0.7212461282004591,0.7636901586836733
