series_id,family,subgroup,display_name,arm,canonical_arm,seconds_per_series,ms_per_series,windows_per_series,ms_per_window,process_rss_before_bytes,process_rss_after_bytes,python_tracemalloc_peak_bytes,encoder_calls,measurement_scope,runtime_json_sha256
MSL__M-6,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.01665919995866716,16.65919995866716,57,0.2922666659415291,1413517312,1491320832,113123571,0,historical committed post-cache projection/scoring,B5738EF1054C213BFC9896031D1381ADC8E7FDC391F27E04849A40C5BCCF0F02
MSL__M-6,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.009004399995319545,9.004399995319545,57,0.15797192974244817,1413517312,1491320832,113123571,0,historical committed post-cache projection/scoring,B5738EF1054C213BFC9896031D1381ADC8E7FDC391F27E04849A40C5BCCF0F02
MSL__M-6,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.010137800010852516,10.137800010852516,57,0.17785614054127222,1413517312,1491320832,113123571,0,historical committed post-cache projection/scoring,B5738EF1054C213BFC9896031D1381ADC8E7FDC391F27E04849A40C5BCCF0F02
MSL__M-7,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.040914799901656806,40.91479990165681,59,0.6934711847738442,1405931520,1497325568,117077453,0,historical committed post-cache projection/scoring,CDA155F6C07B9DDF305EDE33BC007D5376CFD19C8CE88DBA86D950F8D0003274
MSL__M-7,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.031138299964368343,31.138299964368343,59,0.5277677960062431,1405931520,1497325568,117077453,0,historical committed post-cache projection/scoring,CDA155F6C07B9DDF305EDE33BC007D5376CFD19C8CE88DBA86D950F8D0003274
MSL__M-7,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.005454599973745644,5.454599973745644,59,0.09245084701263803,1405931520,1497325568,117077453,0,historical committed post-cache projection/scoring,CDA155F6C07B9DDF305EDE33BC007D5376CFD19C8CE88DBA86D950F8D0003274
MSL__M-7,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.01544440002180636,15.44440002180636,59,0.261769491895023,1405931520,1497325568,117077453,0,historical committed post-cache projection/scoring,CDA155F6C07B9DDF305EDE33BC007D5376CFD19C8CE88DBA86D950F8D0003274
MSL__P-10,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.06441739993169904,64.41739993169904,170,0.37892588195117083,1399939072,1676345344,293832530,0,historical committed post-cache projection/scoring,BEEBACF51D086558231389C3A7C7AC1C359E3FEC5029DEDB73BC038F63CADB21
MSL__P-10,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.07401990005746484,74.01990005746484,170,0.4354111768086167,1399939072,1676345344,293832530,0,historical committed post-cache projection/scoring,BEEBACF51D086558231389C3A7C7AC1C359E3FEC5029DEDB73BC038F63CADB21
MSL__P-10,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.012687599984928966,12.687599984928966,170,0.07463294108781744,1399939072,1676345344,293832530,0,historical committed post-cache projection/scoring,BEEBACF51D086558231389C3A7C7AC1C359E3FEC5029DEDB73BC038F63CADB21
MSL__P-10,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.013876700075343251,13.876700075343251,170,0.08162764750201912,1399939072,1676345344,293832530,0,historical committed post-cache projection/scoring,BEEBACF51D086558231389C3A7C7AC1C359E3FEC5029DEDB73BC038F63CADB21
MSL__P-11,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.06718390004243702,67.18390004243702,122,0.5506877052658772,1401225216,1600421888,218349497,0,historical committed post-cache projection/scoring,74EB876F5FD82AE177B1BF5A51412CC48ACA1833AFB8A0A23C22C60C7768915F
MSL__P-11,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.052768200053833425,52.768200053833425,122,0.4325262299494543,1401225216,1600421888,218349497,0,historical committed post-cache projection/scoring,74EB876F5FD82AE177B1BF5A51412CC48ACA1833AFB8A0A23C22C60C7768915F
MSL__P-11,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.007526599918492138,7.526599918492138,122,0.061693441954853594,1401225216,1600421888,218349497,0,historical committed post-cache projection/scoring,74EB876F5FD82AE177B1BF5A51412CC48ACA1833AFB8A0A23C22C60C7768915F
MSL__P-11,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.012396199977956712,12.396199977956712,122,0.10160819654062879,1401225216,1600421888,218349497,0,historical committed post-cache projection/scoring,74EB876F5FD82AE177B1BF5A51412CC48ACA1833AFB8A0A23C22C60C7768915F
MSL__P-14,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.07564980001188815,75.64980001188815,146,0.5181493151499188,1400135680,1639657472,256063539,0,historical committed post-cache projection/scoring,20B1701A2F46BC21795E5FE2D4908A9B175B7ED25754969F8ADE50FCD6C28780
MSL__P-14,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.06286840001121163,62.868400011211634,146,0.4306054795288468,1400135680,1639657472,256063539,0,historical committed post-cache projection/scoring,20B1701A2F46BC21795E5FE2D4908A9B175B7ED25754969F8ADE50FCD6C28780
MSL__P-14,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.012440000078640878,12.440000078640878,146,0.08520547999069095,1400135680,1639657472,256063539,0,historical committed post-cache projection/scoring,20B1701A2F46BC21795E5FE2D4908A9B175B7ED25754969F8ADE50FCD6C28780
MSL__P-14,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.01271659997291863,12.71659997291863,146,0.08709999981451116,1400135680,1639657472,256063539,0,historical committed post-cache projection/scoring,20B1701A2F46BC21795E5FE2D4908A9B175B7ED25754969F8ADE50FCD6C28780
